Name,Slot,Cost,Type,Elements,Prerequisites,Max Replicates,Double-Edged,Short,Description,Tags
audacious,arms,1,advanced,electric,,1,Yes,"Crit more often, but sometimes your attacks backfire.","The critical hit threshold for your attacks is reduced by three. Whenever you roll a 1 while making an attack, something goes horribly wrong, and you suffer the attack’s effects instead.",general offensive
resilient,armor,1,advanced,earth,,1,No,Training in a special defense and a resistance.,You are trained in a special defense of your choice. Gain resistance to a damage type of your choice other than physical.,general defensive
resourceful,arms,1,advanced,arcane,,1,No,Learn more powers.,"Learn two additional powers from your class. If you are a Shaman, learn one new manifestation instead. If you are a Touched, gain another deviance instead.",general utility
responsive,arms,1,advanced,radiant,,1,No,Use your reaction to apply boons when your allies are struck.,"After another allied creature within 10 feet of you is hit by an attack, you may take the First Aid reaction. You may use any major or minor action at this time, so long as it applies a boon to them.",guardian
rough,arms,1,advanced,primal,,1,No,Flip creatures over your head.,"When you hit a creature with a Shove attack, you may choose to push them into any empty tile that is adjacent to you, rather than a tile within 5 feet of their previous position.",guardian
sadistic,arms,1,advanced,umbral,,1,No,Apply an extra stack of afflictions.,"Whenever you apply at least one stack of an affliction, apply another stack of that same affliction.",general offensive
seasoned,arms,1,advanced,,,1,No,Swap better weapons faster.,"You may equip sets of weaponry with a gear point total one higher than your Prowess. You may swap between sets of arms using only a single minor action. If at least one of your weapons has the swapping affix, you may swap between sets of arms whenever you make a basic attack.",general offensive
sharp,arms,1,advanced,eldritch,,1,Yes,Threaten foes at range.,Your threat radius is always equal to your weapon's range. Creatures no longer have disadvantage on ranged attacks due to being threatened by you.,backline
shifty,armor,1,advanced,air,,1,No,Shift after using your reaction.,"Whenever you use your reaction, you may move into an adjacent empty tile without provoking an attack of opportunity or spending movement.",frontline
skilled,trinket,1,advanced,,,0,No,Learn a new skill.,You are trained in an additional skill.,general utility
cagey,armor,1,advanced,water,,1,No,Shift at the start of your turn if threatened.,"At the start of your turn, if you are threatened by another creature, you may move into an adjacent empty tile without provoking an attack of opportunity or spending movement.",backline
sneaky,arms,1,advanced,,,1,No,Stay hidden when you miss.,"When you miss a creature with an attack while stealthed, you remain hidden and any invisibility you may have is not broken if it normally would be.",general offensive
spry,armor,1,advanced,fire,,1,No,Somersault over your foes in melee.,"After you make a melee attack against a creature, you may spend 5 feet of movement to move to any empty tile that is the same distance as you currently are from them. This movement does not provoke attacks of opportunity.",skirmisher
stable,armor,1,advanced,radiant,,1,Yes,Ignore your enemies' crits and your own.,You are immune to the effects of critical hits. You no longer benefit from critical hits.,general defensive
steadfast,armor,1,advanced,radiant,,1,No,Stand still to Defend faster.,"If you have not yet spent movement on your turn, you may take the Defend major action as a minor action. If you do so, you may not spend movement until the start of your next turn.",general defensive
blowhard,arms,1,advanced,earth,,1,No,Stand still to aim.,"Whenever you make an attack on your turn and have not spent movement yet this turn, you may choose to gain advantage on that attack. If you do, you may not spend movement until the start of your next turn.",backline
rugged,armor,1,advanced,,,1,No,Better armor and shields.,You may equip sets of armor with a gear point total one higher than your Prowess. The die size of your Block reaction is increased once.,general defensive
supportive,arms,1,advanced,radiant,,0,No,Your boons grant extra absorption.,"Whenever you apply a boon to another creature, they gain 4 absorption. You only gain this benefit the first time each round that this triggers.",guardian
testy,arms,1,advanced,eldritch,,1,No,Lash out at creatures that get close.,Whenever a non-allied creature enters the area you are threatening you may make an attack of opportunity against them.,backline
thrifty,trinket,1,advanced,arcane,,1,No,Conserve your consumables and use them agressively.,"Whenever you use a consumable, roll a d20. On an 11 or higher, it is not used up. You have advantage on Focus (Artifice) skill checks made to avoid exhaustion from overusing consumable magic items.",general utility
unrelenting,armor,1,advanced,decay,,1,No,Stay conscious while dying.,You no longer fall unconscious due to dropping below zero life.,frontline
unstoppable,arms,1,advanced,air,,1,No,Stand still to knock creatures back further.,"Whenever you make an attack on your turn and have not spent movement yet this turn, you may choose to cause all forced movement that you apply with that attack to be doubled. If you do, you may not spend movement until the start of your next turn.",backline
upbeat,armor,1,advanced,primal,,1,No,Remove three stacks of afflictions every turn.,"Remove three stacks of afflictions from yourself at the end of each of your turns, rather than the usual one.",general defensive
vengeful,arms,1,advanced,fire,,1,No,Focus down creatures who hit you.,"Whenever you are hit by an attack, you have advantage on attacks made against the creature that hit you until the end of your next turn. You only have advantage on attacks made against the most recent creature that hit you.",frontline
vigilant,arms,1,advanced,radiant,,1,No,Block attacks for your allies with a superior shield.,You may use your Block reaction to absorb damage from attacks against any creature within 5 feet of you. The die size of your Block reaction is increased once.,guardian
volatile,arms,1,advanced,,,0,No,Crit more often.,The critical hit threshold of your attacks is reduced by two.,general offensive
wild,arms,1,advanced,primal,,1,No,Better natural weapons and optional natural armor.,"Your body is an effective weapon all on its own. Build a mundane set of arms with a gear score equal to your Prowess plus two that you have access to at all times. It gains the free hands and attached properties but cannot have the ranged or thrown properties. When creating enchanted arms, you may choose to modify these arms instead, creating for example magical tattoos or claw covers, rather than an enchanted sword. If your Prowess changes, you must also modify these arms. You may also build a mundane set of armor in this way. If you do, gain its benefit at all times. It cannot be unequipped and you cannot equip other armor.",general offensive
